JVSITEID;txtMS;dtmPlan;dtmForecast;dtmActual;
JS9078;MS18;2005-03-11;2005-03-11;2005-03-11;
JS9079;MS13;2005-05-16;2005-05-16;2005-05-16;
JS9079;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9079;MS11;2005-03-05;2005-03-05;2005-03-05;
JS9083;MS18;2005-05-24;2005-05-24;2005-05-24;
JS9087;MS10;2005-04-01;2005-04-04;2005-04-01;
JS9087;MS18;2005-04-19;2005-04-12;2005-04-19;
JS9197;MS18;2005-07-29;2005-07-29;2005-07-29;
JS9197;MS13;2005-09-30;2005-09-30;2005-09-30;
JS9197;MS05;2005-02-04;2005-02-04;2005-02-04;
JS9088;MS13;2005-08-05;2005-08-05;2005-08-05;
JS9088;MS11;2005-05-24;2005-05-24;2005-05-24;
JS9199;MS18;2005-07-08;2005-07-08;2005-07-08;
JS9199;MS13;2005-07-22;2005-07-22;2005-07-22;
JS9202;MS11;2005-07-18;2005-07-18;2005-07-18;
JS9202;MS05;2005-03-18;2005-03-18;2005-03-18;
JS9090;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9090;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9090;MS15;2005-08-10;2005-08-13;2005-08-10;
JS9203;MS11;2005-07-15;2005-07-15;2005-07-15;
JS9203;MS13;2005-09-01;2005-09-01;2005-09-01;
JS9094;MS05;2004-12-10;2004-12-10;2004-12-10;
JS9094;MS18;2005-07-22;2005-07-25;2005-07-22;
JS9098;MS10;2005-03-18;2005-03-18;2005-03-18;
JM9128;MS13;2005-05-20;2005-05-20;2005-05-20;
JA9203;MS10;2007-10-31;2007-10-30;2007-10-30;
JA9203;MS11;2007-11-15;2007-11-19;2007-11-19;
JA9203;MS15;2007-12-27;2008-04-16;2008-04-16;
JA9207;MS18;2007-11-21;2008-03-03;2008-03-03;
JS9998;MS18;2008-04-14;2008-03-27;2008-03-24;
JS9998;MS10;2008-03-03;2007-12-18;2007-12-18;
JC9052;MS13;2007-10-26;2008-04-17;2008-04-17;
JC9052;MS18;2007-10-12;2007-10-05;2007-10-05;
JS9953;MS13;2010-05-07;2010-05-28;2010-05-28;
JS9953;MS15;2010-06-18;2010-06-17;2010-06-17;
JS9954;MS11;2008-03-10;2009-08-20;2009-08-20;
JS9954;MS13;2008-04-21;2010-02-19;2010-02-19;
JS9955;MS11;2011-02-04;2011-09-01;;
JS9955;MS18;2011-03-01;2011-09-30;;
JS9955;MS13;2011-03-11;2011-10-21;;
JS9956;MS13;2010-05-07;2010-05-21;2010-05-21;
JM9685;MS11;2008-10-29;2009-06-30;2009-06-26;
JM9685;MS15;2008-12-24;2010-04-15;2010-04-15;
JM9685;MS05;2008-01-28;2008-02-25;2008-02-25;
JM9686;MS11;2011-03-15;2011-09-01;;
JM9686;MS18;2011-04-09;2011-09-30;;
JM9696;MS11;2008-06-13;2009-04-07;2009-04-07;
JM9696;MS18;2008-07-11;2009-04-24;2009-04-24;
JM9696;MS13;2008-07-25;2009-07-07;2009-07-07;
JM9697;MS11;2008-06-13;2009-04-02;2009-04-02;
JM9697;MS18;2008-07-11;2009-06-26;2009-06-26;
JM9697;MS13;2008-07-25;2009-08-12;2009-08-12;
JM9697;MS10;2008-05-30;2008-09-12;2008-09-12;
JM9698;MS11;2008-07-18;2009-04-22;2009-04-22;
JM9698;MS15;2008-09-12;2009-08-31;2009-08-31;
JM9721;MS10;2011-06-23;2011-07-30;;
JA9199;MS15;2008-08-12;2009-11-20;2009-11-20;
JA9199;MS10;2008-06-03;2009-04-24;2009-04-24;
JA9204;MS05;2008-01-07;2008-06-15;2008-05-30;
JA9205;MS11;2008-10-22;2009-04-06;2009-04-06;
JA9205;MS10;2008-10-08;2009-03-06;2009-03-06;
JA9209;MS15;2008-08-12;2010-03-11;2010-03-11;
JA9209;MS10;2008-06-03;2009-06-05;2009-06-05;
JP9219;MS11;2008-07-22;2009-05-25;2009-05-25;
JP9219;MS18;2008-08-19;2009-09-08;2009-09-08;
JP9222;MS11;2008-06-17;2009-04-02;2009-04-02;
JP9222;MS18;2008-07-15;2009-04-24;2009-04-24;
JP9222;MS13;2010-05-31;2010-07-08;2010-07-08;
JP9233;MS18;2011-07-30;2011-12-16;;
JP9233;MS10;2011-06-30;2011-11-04;;
JP9244;MS13;2008-07-29;2009-10-23;2009-10-23;
JP9244;MS15;2008-08-12;2009-12-09;2009-12-09;
JP9244;MS05;2008-01-07;2007-12-19;2007-12-19;
JP9245;MS13;2008-07-29;2009-07-21;2009-07-21;
JP9245;MS10;2008-06-03;2008-11-14;2008-11-14;
JP9255;MS11;2008-06-17;2008-05-26;2008-05-26;
JP9255;MS13;2008-07-29;2008-09-12;2008-09-12;
JP9256;MS10;2008-06-03;2010-03-26;2010-03-26;
JP9273;MS13;2008-09-24;2009-07-31;2009-07-31;
JS9981;MS13;2012-02-08;2012-04-06;;
JS9981;MS05;2008-01-18;2011-07-25;;
JS9988;MS11;2008-04-07;2008-09-08;2008-09-08;
JS9988;MS05;2007-12-28;2007-11-29;2007-11-29;
JC9059;MS15;2008-06-02;2010-03-18;2010-03-18;
JS6005;MS13;2007-06-20;2007-10-15;2007-10-15;
JS6005;MS10;2007-05-08;2007-10-26;2007-10-26;
JM9770;MS13;2008-09-08;2009-04-14;2009-04-14;
JM9770;MS10;2008-07-14;2008-07-30;2008-07-30;
JM9770;MS05;2008-02-14;2008-07-30;2008-07-30;
JM9775;MS10;2010-06-30;2010-06-25;2010-06-25;
JB9413;MS10;2009-07-13;2009-08-28;2009-08-28;
JB9413;MS13;2010-04-30;2010-06-17;2010-06-17;
JB9413;MS15;2010-08-04;2010-07-26;2010-07-26;
JS6026;MS05;2008-06-10;2008-08-29;2008-08-29;
JS6026;MS10;2008-08-13;2008-08-29;2008-08-29;
JS6027;MS13;2008-09-25;2009-01-30;2009-01-30;
JS6027;MS10;2008-08-13;2008-10-07;2008-10-07;
JS6027;MS11;2008-08-28;2008-10-07;2008-10-07;
JS6027;MS15;2008-10-09;2009-04-28;2009-04-28;
JS6051;MS15;2010-08-20;2010-07-27;2010-07-27;
JS6051;MS10;2008-12-29;2009-05-29;2009-05-29;
JS6051;MS05;2008-08-01;2008-11-30;2008-11-30;
JS6086;MS15;2012-02-29;2011-12-13;;
JS6087;MS11;2010-01-11;2009-11-30;2009-11-30;
JS6087;MS15;2010-10-21;2010-08-27;2010-08-27;
JS6087;MS10;2009-12-28;2009-11-30;2009-11-30;
JS6088;MS15;2010-04-19;2010-03-05;2010-03-05;
JS6088;MS10;2010-02-19;2009-07-29;2009-07-29;
JS6088;MS11;2010-03-08;2009-07-29;2009-07-29;
JB9429;MS11;2011-01-05;2011-05-30;;
JB9429;MS15;2011-03-12;2011-08-04;;
JB9428;MS18;2010-05-06;2010-06-30;2010-06-30;
JB9428;MS05;2009-07-07;2009-07-31;2009-07-31;
JA9215;MS13;2009-06-25;2010-03-31;2010-03-31;
JA9215;MS10;2009-05-13;2009-05-26;2009-05-26;
JA9215;MS11;2009-05-28;2009-05-26;2009-05-26;
JA9215;MS18;2009-06-11;2009-05-26;2009-05-26;
JA9215;MS15;2009-07-09;2010-04-08;2010-04-08;
JA9216;MS18;2009-11-03;2009-10-30;2009-10-30;
JM9399;MS15;2005-11-24;2005-11-24;2005-11-24;
JM9399;MS05;2005-02-25;2005-02-25;2005-02-25;
JM9400;MS13;2005-09-02;2005-09-02;2005-09-02;
JM9401;MS05;2005-01-21;2005-01-21;2005-01-21;
JM9402;MS18;2005-07-22;2005-07-22;2005-07-22;
JM9402;MS15;2005-08-19;2005-08-19;2005-08-19;
JM9402;MS05;2004-11-25;2004-11-25;2004-11-25;
JM9403;MS10;2006-06-30;2006-12-21;2006-12-21;
JM9404;MS11;2005-07-08;2005-07-08;2005-07-08;
JM9404;MS13;2005-08-16;2005-08-16;2005-08-16;
JM9404;MS10;2005-06-30;2005-06-30;2005-06-30;
JM9404;MS05;2005-01-21;2005-01-21;2005-01-21;
JM9406;MS18;2005-09-16;2005-09-16;2005-09-16;
JM9406;MS15;2005-09-26;2005-09-26;2005-09-26;
JM9406;MS05;2004-12-28;2004-12-28;2004-12-28;
JM9411;MS10;2005-06-24;2005-06-24;2005-06-24;
JM9412;MS18;2005-08-12;2005-08-12;2005-08-12;
JM9412;MS10;2005-06-17;2005-06-17;2005-06-17;
JM9415;MS13;2006-07-07;2006-08-02;2006-08-02;
JM9415;MS15;2006-07-21;2006-08-14;2006-08-14;
JM9415;MS05;2005-02-11;2005-02-11;2005-02-11;
JM9418;MS18;2011-01-05;2011-11-30;;
JM9386;MS18;2005-09-23;2005-09-23;2005-09-23;
JM9386;MS15;2005-10-20;2005-10-21;2005-10-20;
JM9386;MS05;2005-02-02;2005-02-02;2005-02-02;
JM9118;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9118;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9118;MS18;2005-05-06;2005-05-06;2005-05-06;
JM9396;MS13;2006-07-27;2007-02-02;2007-02-02;
JM9425;MS13;2006-10-27;2006-12-13;2006-12-13;
JM9427;MS10;2006-02-03;2006-02-03;2006-02-03;
JM9427;MS18;2006-05-26;2006-05-26;2006-05-26;
JM9427;MS15;2006-06-22;2006-07-13;2006-07-13;
JM9427;MS05;2004-12-28;2004-12-28;2004-12-28;
JM9430;MS10;2006-06-16;2007-04-26;2007-04-26;
JM9430;MS18;2007-07-06;2007-06-30;2007-06-30;
JM9431;MS15;2005-09-18;2005-09-18;2005-09-18;
JM9378;MS11;2006-04-24;2006-04-24;2006-04-24;
JM9383;MS18;2005-08-05;2005-08-05;2005-08-05;
JM9388;MS18;2005-09-21;2005-09-21;2005-09-21;
JM9388;MS10;2005-07-22;2005-07-22;2005-07-22;
JM9391;MS11;2005-06-17;2005-06-17;2005-06-17;
JM9391;MS18;2005-08-05;2005-08-05;2005-08-05;
JM9394;MS11;2006-06-02;2006-08-11;2006-08-11;
JM9394;MS15;2006-07-27;2006-12-18;2006-12-18;
JM9394;MS05;2005-02-11;2005-02-11;2005-02-11;
JA9216;MS10;2009-09-22;2009-08-28;2009-08-28;
JA9216;MS05;2009-04-24;2009-06-23;2009-06-23;
JP9289;MS13;2010-09-28;2011-02-05;2011-02-05;
JP9289;MS15;2010-08-25;2011-03-14;2011-03-14;
JP9289;MS10;2010-02-02;2009-10-30;2009-10-30;
JM9817;MS05;2010-07-31;2010-10-25;2010-10-25;
JM9819;MS11;2009-11-16;2009-12-23;2009-12-23;
JM9780;MS05;2009-05-07;2009-06-25;2009-06-25;
JM9780;MS10;2009-11-13;2011-02-09;2011-02-09;
JM9780;MS18;2009-12-14;2011-05-06;2011-05-06;
JS9996;MS13;2011-02-10;2011-03-22;2011-03-22;
JS9996;MS10;2008-02-21;2008-08-29;2008-08-29;
JS6212;MS18;2011-07-30;2011-11-25;;
JS6212;MS05;2010-07-30;2011-07-29;;
JS6214;MS11;2011-02-20;2011-10-28;;
JS6214;MS15;2011-04-27;2012-01-03;;
JB9598;MS11;2011-01-15;2011-09-09;;
JB9598;MS18;2011-03-12;2011-10-07;;
JB9598;MS15;2011-04-02;2012-01-16;;
JB9599;MS10;2011-02-15;2011-07-29;;
JB9599;MS11;2011-03-01;2011-08-12;;
JB9599;MS13;2011-04-12;2011-09-23;;
JB9600;MS11;2011-06-04;2011-12-16;;
JB9600;MS13;2011-06-18;2012-02-03;;
JB9600;MS15;2011-06-25;2012-02-17;;
JB9597;MS18;2010-04-29;2011-09-21;;
JB9597;MS13;2010-05-09;2011-10-12;;
JB9597;MS10;2010-03-30;2011-10-11;;
JA9241;MS05;2010-05-17;2010-07-05;2010-07-05;
JA9242;MS11;2011-03-02;2011-08-30;;
JA9242;MS18;2011-03-30;2011-09-27;;
JA9242;MS13;2011-04-13;2011-10-18;;
JA9242;MS15;2011-04-27;2011-09-09;;
JA9242;MS05;2010-08-30;2011-01-25;2011-01-25;
JM9978;MS11;2011-01-19;2011-08-01;;
JM9978;MS18;2011-03-16;2011-08-30;;
JM9978;MS13;2011-03-18;2011-09-20;;
JP9325;MS10;2011-05-20;2011-03-14;2011-03-14;
JP9326;MS11;2011-04-19;2013-03-01;;
JP9326;MS18;2011-06-14;2013-04-29;;
JP9326;MS15;2011-07-05;2013-06-10;;
JP9326;MS10;2011-04-18;2013-02-15;;
JP9326;MS05;2010-07-30;2010-07-29;2010-07-29;
JP9327;MS11;2011-01-15;2011-04-01;2011-04-01;
JP9327;MS15;2011-04-02;2011-07-16;;
JP9327;MS10;2011-01-14;2011-04-01;2011-04-01;
JM9979;MS13;2010-07-08;2011-06-01;;
JM9979;MS05;2010-03-23;2010-04-06;2010-04-06;
JS6093;MS13;2010-11-11;2011-09-21;;
JS6093;MS05;2010-07-27;2011-03-31;2011-03-31;
JS6093;MS18;2010-10-28;2011-08-31;;
JA9280;MS13;2011-07-25;2011-12-19;;
JA9280;MS15;2011-08-08;2012-01-02;;
JA9280;MS05;2010-12-10;2011-07-30;;
Ja9281;MS10;2011-08-30;2012-04-17;;
JB9697;MS05;2010-10-05;2011-06-01;;
JB9697;MS15;2011-02-03;2011-10-15;;
JB9698;MS11;2011-03-09;2011-06-01;;
JB9698;MS18;2011-03-23;2011-06-01;;
JM6039;MS11;2011-07-19;2011-11-30;;
JM6043;MS05;2010-12-03;2011-05-28;;
JP9372;MS05;2010-12-10;2011-07-29;;
JP9373;MS11;2011-12-13;2011-12-13;;
JP9373;MS18;2012-01-10;2011-10-28;;
JP9373;MS15;2012-02-07;2011-12-02;;
JP9373;MS10;2011-11-29;2011-11-29;;
JS6281;MS10;2011-08-11;2012-03-06;;
JS6281;MS18;2011-09-22;2012-04-17;;
JS6281;MS13;2011-10-06;2012-05-08;;
JS6523;MS11;2011-09-13;2012-03-16;;
JS6523;MS18;2011-10-11;2012-04-13;;
JS6525;MS13;2011-06-20;2012-01-09;;
JS6525;MS15;2011-07-04;2012-01-23;;
JS6525;MS10;2011-04-25;2011-11-07;;
JS6536;MS13;2012-01-24;2012-08-13;;
JS6536;MS05;2010-12-17;2011-06-30;;
JS6540;MS11;2011-11-21;2012-11-16;;
JS6540;MS13;2012-01-02;2013-01-04;;
JS6540;MS05;2010-12-17;2011-12-15;;
JM6041;MS13;2011-02-03;2011-06-01;;
JM6041;MS05;2010-10-05;2011-06-01;;
JM6041;MS11;2011-01-06;2011-06-01;;
JM9395;MS10;2005-06-10;2005-06-10;2005-06-10;
JM9405;MS15;2005-11-10;2005-11-11;2005-11-10;
JM9405;MS10;2005-05-13;2005-05-15;2005-05-13;
JM9405;MS05;2005-01-21;2005-01-21;2005-01-21;
JM9409;MS18;2005-08-26;2005-08-26;2005-08-26;
JM9409;MS13;2005-09-23;2005-09-23;2005-09-23;
JM9409;MS15;2005-09-24;2005-09-30;2005-09-24;
JM9409;MS10;2005-06-17;2005-06-17;2005-06-17;
JM9413;MS11;2006-05-26;2006-11-30;2006-11-30;
JM9413;MS13;2006-07-13;2007-03-16;2007-03-16;
JM9413;MS15;2006-07-07;2007-03-30;2007-03-30;
JM9420;MS18;2005-07-22;2005-07-22;2005-07-22;
JM9420;MS15;2005-08-31;2005-08-31;2005-08-31;
JM9420;MS10;2005-05-20;2005-05-20;2005-05-20;
JM9429;MS15;2005-09-12;2005-09-12;2005-09-12;
JM9429;MS11;2005-07-22;2005-07-22;2005-07-22;
JM9376;MS05;2005-01-27;2005-01-27;2005-01-27;
JM9119;MS13;2005-07-13;2005-07-13;2005-07-13;
JM9119;MS11;2005-03-24;2005-03-24;2005-03-24;
JS9001;MS18;2005-04-18;2005-04-10;2005-04-18;
JM9120;MS15;2005-12-23;2005-12-15;2005-12-23;
JM9120;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9121;MS15;2005-08-25;2005-08-25;2005-08-25;
JM9121;MS11;2005-01-28;2005-01-28;2005-01-28;
JM9121;MS18;2005-02-28;2005-02-28;2005-02-28;
JM9125;MS13;2005-07-24;2005-07-24;2005-07-24;
JM9125;MS11;2005-04-01;2005-04-01;2005-04-01;
JS9002;MS11;2005-03-23;2005-03-23;2005-03-23;
JS9002;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9004;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9009;MS10;2005-02-28;2005-02-28;2005-02-28;
JS9013;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9019;MS13;2005-04-22;2005-04-22;2005-04-22;
JS9019;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9019;MS11;2005-03-07;2005-03-04;2005-03-07;
JS9019;MS18;2005-03-31;2005-03-30;2005-03-31;
JS9027;MS15;2005-09-17;2005-09-18;2005-09-17;
JS9027;MS13;2005-09-15;2005-09-15;2005-09-15;
JS9027;MS18;2005-05-06;2005-05-06;2005-05-06;
JS9028;MS10;2005-03-24;2005-03-24;2005-03-24;
JS9032;MS11;2005-01-20;2005-01-20;2005-01-20;
JS9036;MS15;2005-08-18;2005-08-21;2005-08-18;
JS9036;MS11;2005-05-27;2005-05-27;2005-05-27;
JS9036;MS18;2005-06-03;2005-06-06;2005-06-03;
JS9037;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9038;MS13;2005-09-01;2005-09-01;2005-09-01;
JS9038;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9038;MS18;2005-07-15;2005-07-15;2005-07-15;
JS9038;MS15;2005-09-30;2005-09-29;2005-09-30;
JS9042;MS15;2005-05-13;2005-05-13;2005-05-13;
JS9042;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9042;MS10;2005-03-18;2005-03-18;2005-03-18;
JS9043;MS15;2005-07-27;2005-08-25;2005-07-27;
JS9043;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9043;MS18;2005-03-22;2005-03-21;2005-03-22;
JS9044;MS11;2005-03-14;2005-03-16;2005-03-14;
JS9046;MS13;2005-03-18;2005-03-18;2005-03-18;
JS9046;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9046;MS18;2005-02-28;2005-03-04;2005-02-28;
JS9047;MS15;2005-08-31;2005-09-12;2005-08-31;
JS9047;MS13;2005-03-04;2005-03-04;2005-03-04;
JS9050;MS15;2005-08-03;2005-08-08;2005-08-03;
JS9050;MS10;2004-12-24;2004-12-24;2004-12-24;
JS9061;MS13;2005-04-22;2005-04-22;2005-04-22;
JS9061;MS10;2005-03-04;2005-03-01;2005-03-04;
JS9066;MS13;2005-05-20;2005-05-20;2005-05-20;
JS9066;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9067;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9067;MS18;2005-03-18;2005-03-18;2005-03-18;
JS9068;MS15;2005-08-04;2005-08-08;2005-08-04;
JS9068;MS11;2005-02-28;2005-02-28;2005-02-28;
JS9069;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9071;MS15;2005-08-03;2005-08-06;2005-08-03;
JS9071;MS13;2005-04-19;2005-04-19;2005-04-19;
JS9206;MS18;2005-07-01;2005-07-01;2005-07-01;
JS9206;MS15;2005-09-22;2005-09-26;2005-09-22;
JS9206;MS10;2005-03-31;2005-03-31;2005-03-31;
JS9101;MS05;2004-11-26;2004-11-26;2004-11-26;
JS9101;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9102;MS18;2005-03-30;2005-03-30;2005-03-30;
JS9207;MS18;2005-10-25;2005-10-25;2005-10-25;
JS9207;MS13;2005-11-07;2005-11-07;2005-11-07;
JS9105;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9105;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9105;MS11;2005-03-16;2005-03-16;2005-03-16;
JS9111;MS15;2005-08-25;2005-08-26;2005-08-25;
JS9111;MS13;2005-06-02;2005-06-02;2005-06-02;
JM9126;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9113;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9113;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9113;MS15;2005-08-04;2005-08-08;2005-08-04;
JS9208;MS11;2005-07-04;2005-07-02;2005-07-04;
JS9208;MS13;2005-09-23;2005-09-23;2005-09-23;
JS9208;MS10;2005-07-01;2005-07-01;2005-07-01;
JS9208;MS05;2005-02-11;2005-02-11;2005-02-11;
JS9115;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9227;MS05;2005-07-15;2005-07-15;2005-07-15;
JS9120;MS15;2005-08-16;2005-08-20;2005-08-16;
JS9122;MS05;2004-11-12;2004-11-12;2004-11-12;
JS9122;MS10;2005-01-25;2005-01-25;2005-01-25;
JS9122;MS11;2005-02-11;2005-02-11;2005-02-11;
JS9122;MS18;2005-02-11;2005-02-11;2005-02-11;
JM9129;MS15;2005-08-21;2005-08-21;2005-08-21;
JM9129;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9129;MS11;2005-06-06;2005-06-06;2005-06-06;
JM9129;MS18;2005-06-07;2005-06-07;2005-06-07;
JS9228;MS11;2005-06-10;2005-06-10;2005-06-10;
JS9229;MS10;2005-04-22;2005-04-22;2005-04-22;
JS9229;MS05;2005-01-10;2005-01-10;2005-01-10;
JS9128;MS13;2005-06-03;2005-06-03;2005-06-03;
JS9128;MS11;2005-03-24;2005-03-24;2005-03-24;
JS9132;MS15;2005-08-02;2005-08-05;2005-08-02;
JS9230;MS11;2005-06-06;2005-06-06;2005-06-06;
JS9230;MS13;2005-08-04;2005-08-04;2005-08-04;
JS9230;MS10;2005-05-30;2005-05-30;2005-05-30;
JS9136;MS11;2005-05-05;2005-05-05;2005-05-05;
JS9138;MS15;2005-08-08;2005-08-07;2005-08-08;
JS9138;MS18;2005-05-06;2005-05-09;2005-05-06;
JS9140;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9140;MS11;2005-05-20;2005-05-20;2005-05-20;
JS9140;MS18;2005-06-29;2005-06-30;2005-06-29;
JS9141;MS15;2005-04-05;2005-04-05;2005-04-05;
JS9141;MS10;2005-01-20;2005-01-20;2005-01-20;
JS9142;MS10;2005-03-04;2005-03-04;2005-03-04;
JS9149;MS15;2005-08-16;2005-08-28;2005-08-16;
JS9149;MS13;2005-06-10;2005-06-10;2005-06-10;
JS9149;MS18;2005-06-03;2005-06-03;2005-06-03;
JS9150;MS13;2005-07-01;2005-07-01;2005-07-01;
JS9150;MS10;2005-06-03;2005-06-03;2005-06-03;
JS9150;MS11;2005-06-03;2005-06-03;2005-06-03;
JS9151;MS05;2005-02-04;2005-02-04;2005-02-04;
JS9151;MS10;2005-03-18;2005-03-18;2005-03-18;
JS9151;MS11;2005-03-29;2005-03-29;2005-03-29;
JS9151;MS18;2005-03-30;2005-03-31;2005-03-30;
JS9152;MS05;2005-02-04;2005-02-04;2005-02-04;
JS9153;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9154;MS13;2005-05-20;2005-05-20;2005-05-20;
JS9154;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9154;MS18;2005-03-30;2005-03-30;2005-03-30;
JS9155;MS13;2007-01-08;2007-03-20;2007-03-20;
JS9155;MS05;2005-11-29;2006-11-24;2006-11-24;
JS9155;MS18;2006-12-29;2007-03-02;2007-03-02;
JS9156;MS11;2005-02-26;2005-03-04;2005-02-26;
JS9156;MS18;2005-03-14;2005-03-14;2005-03-14;
JS9163;MS10;2005-03-18;2005-03-18;2005-03-18;
JM9133;MS15;2005-08-25;2005-08-25;2005-08-25;
JM9133;MS18;2005-05-13;2005-05-13;2005-05-13;
JS9167;MS13;2005-06-24;2005-06-24;2005-06-24;
JS9167;MS11;2005-05-27;2005-05-27;2005-05-27;
JS9167;MS18;2005-06-10;2005-06-10;2005-06-10;
JS9169;MS05;2004-11-30;2004-11-30;2004-11-30;
JS9169;MS10;2005-03-30;2005-03-30;2005-03-30;
JS9169;MS18;2005-03-30;2005-03-30;2005-03-30;
JS9170;MS13;2005-04-22;2005-04-22;2005-04-22;
JS9170;MS11;2005-01-10;2005-01-10;2005-01-10;
JS9170;MS18;2005-02-14;2005-02-14;2005-02-14;
JM9134;MS15;2005-10-04;2005-10-07;2005-10-04;
JM9134;MS13;2005-09-30;2005-09-30;2005-09-30;
JM9134;MS05;2005-01-10;2005-01-10;2005-01-10;
JM9134;MS11;2005-07-29;2005-07-29;2005-07-29;
JS9172;MS15;2005-08-18;2005-08-21;2005-08-18;
JS9174;MS18;2005-06-17;2005-06-17;2005-06-17;
JM9135;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9135;MS10;2005-02-11;2005-02-11;2005-02-11;
JS9175;MS13;2005-09-12;2005-09-12;2005-09-12;
JS9175;MS05;2004-11-30;2004-11-30;2004-11-30;
JS9175;MS10;2005-05-27;2005-05-27;2005-05-27;
JS9177;MS13;2005-09-01;2005-09-01;2005-09-01;
JS9177;MS10;2005-05-27;2005-05-27;2005-05-27;
JS9177;MS11;2005-06-03;2005-06-03;2005-06-03;
JM9137;MS10;2005-03-17;2005-03-17;2005-03-17;
JM9137;MS18;2005-03-25;2005-03-25;2005-03-25;
JS9235;MS15;2005-11-01;2005-11-01;2005-11-01;
JS9235;MS10;2005-09-16;2005-09-16;2005-09-16;
JS9236;MS11;2005-07-04;2005-07-04;2005-07-04;
JS9236;MS18;2005-07-22;2005-07-22;2005-07-22;
JS9236;MS15;2005-09-06;2005-09-07;2005-09-06;
JS9236;MS10;2005-07-01;2005-07-01;2005-07-01;
JS9236;MS05;2005-01-28;2005-01-28;2005-01-28;
JS9237;MS11;2005-06-06;2005-06-10;2005-06-06;
JS9237;MS18;2005-07-08;2005-07-08;2005-07-08;
JM9140;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9140;MS11;2005-04-18;2005-04-18;2005-04-18;
JS9238;MS10;2005-07-01;2005-07-01;2005-07-01;
JS9238;MS11;2005-07-04;2005-07-04;2005-07-04;
JS9238;MS05;2004-12-24;2004-12-24;2004-12-24;
JM9141;MS15;2005-08-23;2005-08-23;2005-08-23;
JM9141;MS05;2004-11-19;2004-11-19;2004-11-19;
JS9239;MS13;2005-11-21;2005-11-21;2005-11-21;
JS9239;MS15;2005-11-24;2005-11-24;2005-11-24;
JS9240;MS13;2006-07-13;2006-10-04;2006-10-04;
JM9143;MS15;2005-08-23;2005-08-23;2005-08-23;
JM9143;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9143;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9143;MS18;2005-03-18;2005-03-18;2005-03-18;
JM9144;MS15;2005-08-17;2005-08-17;2005-08-17;
JM9145;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9148;MS13;2005-06-24;2005-06-24;2005-06-24;
JM9148;MS11;2005-06-10;2005-06-10;2005-06-10;
JS9241;MS18;2005-09-30;2005-09-30;2005-09-30;
JS9241;MS13;2005-10-14;2005-10-14;2005-10-14;
JS9241;MS10;2005-08-05;2005-08-05;2005-08-05;
JS9247;MS11;2008-01-18;2008-01-10;2008-01-10;
JS9247;MS18;2008-02-29;2008-03-07;2008-03-07;
JS9247;MS15;2010-12-31;2010-03-10;2010-03-10;
JS9249;MS13;2005-09-29;2005-09-29;2005-09-29;
JS9250;MS11;2005-06-17;2005-06-20;2005-06-17;
JS9250;MS13;2005-08-26;2005-08-26;2005-08-26;
JS9250;MS15;2005-09-12;2005-09-06;2005-09-12;
JS9251;MS18;2005-07-20;2005-07-22;2005-07-20;
JS9251;MS10;2005-05-06;2005-05-06;2005-05-06;
JS9252;MS18;2007-11-30;2007-11-02;2007-11-02;
JS9252;MS05;2005-02-11;2005-02-11;2005-02-11;
JS9261;MS18;2005-07-27;2005-07-27;2005-07-27;
JS9261;MS15;2005-09-30;2005-09-29;2005-09-30;
JS9071;MS11;2005-03-07;2005-03-07;2005-03-07;
JS9071;MS18;2005-03-21;2005-03-21;2005-03-21;
JS9072;MS05;2005-02-04;2005-02-04;2005-02-04;
